"name","city","state","zip","phone","website","instagram","email","email_source","google_review_count","google_star_rating","address","gbp_url","categories","top_competitor_1_name","top_competitor_1_reviews","top_competitor_1_stars","top_competitor_1_distance","top_competitor_2_name","top_competitor_2_reviews","top_competitor_2_stars","top_competitor_2_distance","top_competitor_3_name","top_competitor_3_reviews","top_competitor_3_stars","top_competitor_3_distance","notes","call_status","call_attempts","last_attempted"
"Fresh Start Med Spa","Marietta","GA","30064","(770) 330-6971","https://linktr.ee/KatharineMarie_NP","","kathybowling.freshstart@gmail.com","contact_page","79","4.9","https://linktr.ee/KatharineMarie_NP, 3625 Dallas Hwy Ste 835 Studio 113, Marietta, GA 30064","https://www.google.com/maps/search/?api=1&query=Fresh%20Start%20Med%20Spa&query_place_id=ChIJw-B-KvY_9YgRFp3hoJkRlc0","Medical spa; Holistic medicine practitioner; Laser hair removal service; Lymph drainage therapist; Skin care clinic; Weight loss service; Wellness program","Marietta Plastic Surgery","1038","4.9","6.29","New You Aesthetic","422","5.0","1.1","Refinery21 Studio","302","5.0","4.62","","not_called","0",""
"Splendid Skin","Franklin","Tennessee","37067","(615) 778-9992","https://www.splendidskin.com/","","info@splendidskin.com","contact_page","221","5.0","701 Cool Springs Blvd Suite 180, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=Splendid%20Skin&query_place_id=ChIJWfskhJd5ZIgRVg8R3mOnz-s","Medical spa; Facial spa; Health and beauty shop; Laser hair removal service; Skin care clinic","Franklin Skin and Laser","461","4.9","0.81","Grace Aesthetics","383","5.0","0.97","Laserderm MedSpa LLC","62","4.2","0.88","","not_called","0",""
"Pele Aesthetics","Marietta","Georgia","30068","(678) 576-7353","https://peleaesthetics.com/","","","","93","4.9","1675 Lower Roswell Rd, Marietta, GA 30068","https://www.google.com/maps/search/?api=1&query=Pele%20Aesthetics&query_place_id=ChIJ2bxXpNUF9YgR35a-zYwH70c","Medical spa","Marietta Plastic Surgery","1038","4.9","3.1","Skinsations Med Spa","360","4.8","3.06","Amerejuve MedSpa Marietta, GA - Laser Hair Removal, CoolSculpting, Botox & Facials","122","4.5","3.61","","not_called","0",""
"Skin Pharm","Franklin","Tennessee","37067","(615) 485-9558","http://skinpharm.com/","","hello@skinpharm.com","contact_page","215","5.0","5030 Carothers Pkwy STE 201, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=Skin%20Pharm&query_place_id=ChIJcak9jWR5ZIgR9YRpsWeYxw8","Medical spa; Health and beauty shop; Skin care clinic","OVME","313","4.9","0.89","NakedMD Med Spa Franklin","312","4.9","0.78","Splendid Skin","221","5.0","1.43","","not_called","0",""
"NXTGEN BODIES MD MedSpa & Wellness","Alpharetta","Georgia","30005","(678) 404-5137","https://www.nxtgenbodies.com/","","","","132","4.9","11975 Morris Rd #340, Alpharetta, GA 30005","https://www.google.com/maps/search/?api=1&query=NXTGEN%20BODIES%20MD%20MedSpa%20%26%20Wellness&query_place_id=ChIJbaNv7ouOmq4R6a84LGUZNPI","Medical spa; Hair replacement service; Weight loss service","AYA Medical Spa Avalon - Alpharetta","220","4.9","0.68","Skin Pharm","154","5.0","0.84","Windward Healthcare and Aesthetics","115","4.9","0.42","","not_called","0",""
"dermani MEDSPA® Cool Springs","Franklin","Tennessee","37067","(615) 567-7547","https://dermanimedspa.com/cool-springs-franklin-tn/","","info@dermanimedspa.com","contact_page","106","4.9","206A Cool Springs Blvd Suite 107, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=dermani%20MEDSPA%C2%AE%20Cool%20Springs&query_place_id=ChIJkc4VZb5_ZIgROh2f-meb7Ko","Medical spa; Laser hair removal service","Grace Aesthetics","383","5.0","1.47","OVME","313","4.9","0.55","Skin Pharm","215","5.0","1.44","","not_called","0",""
"Pinup Skin Medical Spa","Franklin","Tennessee","37064","(615) 295-9990","http://pinupskinmedspa.com/","","admin@pinupskinmedspa.com","contact_page","79","4.9","112 E Fowlkes St, Franklin, TN 37064","https://www.google.com/maps/search/?api=1&query=Pinup%20Skin%20Medical%20Spa&query_place_id=ChIJNx_fZk1-ZIgRIpWpJLr2HWo","Medical spa; Skin care clinic; Spa","Jack + Jill Aesthetics","495","4.4","1.85","Southern Aesthetics at Dion's South Franklin","56","4.6","0.47","SkinTheoryRx","53","5.0","0.43","","not_called","0",""
"OVME","Franklin","Tennessee","37067","(615) 814-6863","https://ovme.com/pages/cool-springs-franklin-tn","","","","313","4.9","1556 W McEwen Dr Unit No. 112, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJP3NcP_B_ZIgRnSdYRUKCJik","Medical spa; Laser hair removal service","Splendid Skin","221","5.0","1.26","Skin Pharm","215","5.0","0.89","APs Aesthetics and Wellness - Medical Spa","192","5.0","1.07","","not_called","0",""
"Marietta's Best Medspa, Anti Aging & Regenerative Medicine: Modern Beauty Oasis","Marietta","Georgia","30062","(404) 692-2208","https://modernbeautyoasis.com/","","","","132","5.0","2876 Johnson Ferry Rd Ste 250, Marietta, GA 30062","https://www.google.com/maps/search/?api=1&query=Marietta's%20Best%20Medspa%2C%20Anti%20Aging%20%26%20Regenerative%20Medicine%3A%20Modern%20Beauty%20Oasis&query_place_id=ChIJlwudh2UR9YgRWumG_M3WUjk","Medical spa","OVME","251","4.9","2.56","Nazra Aesthetics","219","4.9","0.73","Atlanta MediSpa & Surgery Center - East Cobb","167","4.8","2.61","","not_called","0",""
"GlamourLash Beauty Lounge","Braintree","Massachusetts","02184","(781) 566-0126","http://glamourlash.net/","","glamourlash1555@gmail.com","contact_page","112","4.8","956 Washington St, Braintree, MA 02184","https://www.google.com/maps/search/?api=1&query=GlamourLash%20Beauty%20Lounge&query_place_id=ChIJEYeCUaR944kRFL1YlFOxMjE","Eyelash salon; Eyebrow bar; Facial spa","Restore Hyper Wellness","322","4.9","5.25","Restore Hyper Wellness","254","4.9","9.0","","0","0.0","0.0","","not_called","0",""
"Bella Vi Spa & Aesthetics","Franklin","Tennessee","37067","(615) 628-7003","https://bellavimedspa.com/","","info@bellavimedspa.com","contact_page","76","4.9","3351 Aspen Grove Dr #380, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=Bella%20Vi%20Spa%20%26%20Aesthetics&query_place_id=ChIJNdviWTF_ZIgRJMR7VJfUj64","Medical spa; Facial spa; Laser hair removal service; Medical clinic; Skin care clinic; Weight loss service; Wellness center","Grace Aesthetics","383","5.0","1.22","OVME","313","4.9","0.47","Splendid Skin","221","5.0","1.14","","not_called","0",""
"APs Aesthetics and Wellness - Medical Spa","Franklin","Tennessee","37067","(615) 996-2140","http://www.aprestigeaesthetics.com/","","info@aprestigeaesthetics.com","contact_page","192","5.0","504 Autumn Springs Ct #19, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=APs%20Aesthetics%20and%20Wellness%20-%20Medical%20Spa&query_place_id=ChIJs1-Wk19vYogRkqU6NK7NDT8","Medical spa","615 Aesthetics","420","5.0","1.1","Grace Aesthetics","383","5.0","0.76","OVME","313","4.9","1.07","","not_called","0",""
"Franklin Skin and Laser","Franklin","Tennessee","37067","(615) 595-8177","https://franklinlaser.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","jack@greensock.com","contact_page","461","4.9","103 International Dr #106, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=Franklin%20Skin%20and%20Laser&query_place_id=ChIJo_XkQyB_ZIgRZFfJpHSf0bQ","Medical spa; Cosmetic surgeon; Facial spa; Laser hair removal service; Plastic surgeon; Skin care clinic; Tattoo removal service; Weight loss service","Schaffer Skin","138","5.0","0.33","REGEN Society Aesthetics + Wellness","126","5.0","0.34","Laserderm MedSpa LLC","62","4.2","0.08","","not_called","0",""
"The Look Aesthetics","Franklin","Tennessee","37064","(615) 814-2150","http://www.thelookaesthetics.com/","","","","400","5.0","5000 Hughes Crossing #110, Franklin, TN 37064","https://www.google.com/maps/search/?api=1&query=The%20Look%20Aesthetics&query_place_id=ChIJ0fsZdZeAY4gRgdAuX46dvu4","Medical spa; Skin care clinic","Jack + Jill Aesthetics","495","4.4","3.64","NakedMD Med Spa Franklin","312","4.9","3.82","Pinup Skin Medical Spa","79","4.9","4.09","","not_called","0",""
"Marvel Cosmetic MedSpa","Brentwood","Tennessee","37027","(615) 912-9904","","","","","80","5.0","201 Franklin Rd UNIT 160, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Marvel%20Cosmetic%20MedSpa&query_place_id=ChIJLcHXqDZ7ZIgRXXIFXR-1PGA","Medical spa","Skin Essentials Aesthetics & Lasers","151","5.0","0.12","GLO30 Brentwood","93","5.0","0.21","Stages Skin Studio","64","5.0","0.16","","not_called","0",""
"OPAL Aesthetics - East Cobb","Marietta","Georgia","30068","(404) 953-4023","https://www.opalatlanta.com/locations/east-cobb/?y_source=1_NTI3MTE3OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","","","","557","5.0","1121 Johnson Ferry Rd Suite 400, Marietta, GA 30068","https://www.google.com/maps/search/?api=1&query=OPAL%20Aesthetics%20-%20East%20Cobb&query_place_id=ChIJ5z5oBzQJ9YgRyhw55qZIiDA","Medical spa; Dermatologist; Facial spa; Plastic surgeon; Skin care clinic","OVME","251","4.9","0.71","dermani MEDSPA® East Cobb","173","4.9","0.07","Atlanta MediSpa & Surgery Center - East Cobb","167","4.8","0.41","","not_called","0",""
"ReWind Medical Solutions","Franklin","Tennessee","37064","(615) 721-5121","https://rewindmedicalsolutions.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing","","rewindmedicalsolutions@gmail.com","contact_page","105","5.0","1025 Westhaven Blvd #150, Franklin, TN 37064","https://www.google.com/maps/search/?api=1&query=ReWind%20Medical%20Solutions&query_place_id=ChIJB6pDNtmBZIgRsBX0wjNVjuM","Medical spa; Wellness center","Pinup Skin Medical Spa","79","4.9","2.96","Southern Aesthetics at Dion's South Franklin","56","4.6","2.92","SkinTheoryRx","53","5.0","2.88","","not_called","0",""
"REGEN Society Aesthetics + Wellness","Brentwood","Tennessee","37027","(615) 465-0465","https://www.regensocietyaesthetics.com/","","hello@regensocietyaesthetics.com","contact_page","126","5.0","8119 Isabella Ln #100, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=REGEN%20Society%20Aesthetics%20%2B%20Wellness&query_place_id=ChIJifcTaq17ZIgRpgHqOFEccuk","Medical spa","Franklin Skin and Laser","461","4.9","0.34","Schaffer Skin","138","5.0","0.05","Laserderm MedSpa LLC","62","4.2","0.27","","not_called","0",""
"ABR Aesthetics","Franklin","Tennessee","37067","(479) 235-7422","http://www.abraesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","alexandra.br.esthetics@gmail.com","contact_page","78","4.9","256 Seaboard Ln Suite G 101, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=ABR%20Aesthetics&query_place_id=ChIJPcOk9QR7ZIgRQfErBK-CZuw","Medical spa; Skin care clinic","615 Aesthetics","420","5.0","0.86","Grace Aesthetics","383","5.0","0.57","APs Aesthetics and Wellness - Medical Spa","192","5.0","0.24","","not_called","0",""
"Premier Aesthetics Studio","Brentwood","Tennessee","37027","(615) 612-0870","https://www.premieraestheticsstudio.com/","","premieraestheticsstudio@gmail.com","contact_page","71","5.0","7061 Moores Ln Suite 4, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Premier%20Aesthetics%20Studio&query_place_id=ChIJw7cotyV7ZIgR6jIpFqQ-KKk","Facial spa; Spa","615 Aesthetics","420","5.0","0.23","Grace Aesthetics","383","5.0","0.72","NexGen Aesthetic Institute","30","5.0","0.86","","not_called","0",""
"Grace Aesthetics","Franklin","Tennessee","37067","(615) 401-9963","https://graceaesthetics.com/","","","","383","5.0","1909 Mallory Ln Suite 202, Franklin, TN 37067","https://www.google.com/maps/search/?api=1&query=Grace%20Aesthetics&query_place_id=ChIJry1GWq57ZIgRG_2tNM2Xiuo","Medical spa; Skin care clinic","Franklin Skin and Laser","461","4.9","0.75","615 Aesthetics","420","5.0","0.5","ABR Aesthetics","78","4.9","0.57","","not_called","0",""
"R3 Anti Aging & Medspa","Brentwood","Tennessee","37027","(615) 835-2690","https://r3antiaging.com/","","","","223","4.9","5020 Thoroughbred Ln, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=R3%20Anti%20Aging%20%26%20Medspa&query_place_id=ChIJ_-OS2OR7ZIgRE3PRwDOYTGw","Medical spa","Skin Essentials Aesthetics & Lasers","151","5.0","0.21","Marvel Cosmetic MedSpa","80","5.0","0.23","Stages Skin Studio","64","5.0","0.22","","not_called","0",""
"Skin Essentials Aesthetics & Lasers","Brentwood","Tennessee","37027","(615) 979-1519","https://skinessentialstn.com/?utm_source=GMB&utm_medium=organic&utm_campaign=LeadGen&utm_content=Website","","contact@skinessentialstn.com","contact_page","151","5.0","7012 Church St E Suite 200, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Skin%20Essentials%20Aesthetics%20%26%20Lasers&query_place_id=ChIJEzH8jyd7ZIgRTo6UfI-OXyk","Medical spa; Beauty product supplier; Facial spa; Skin care clinic","R3 Anti Aging & Medspa","223","4.9","0.21","Marvel Cosmetic MedSpa","80","5.0","0.12","Stages Skin Studio","64","5.0","0.04","","not_called","0",""
"Sunday Skin","Brentwood","Tennessee","37027","(615) 749-6367","https://sundayskinaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","info@sundayskinaesthetics.com","contact_page","233","4.9","1001 Health Park Dr suite 370, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Sunday%20Skin&query_place_id=ChIJI3m2QEZ7ZIgRvFIihpOE0Uw","Medical spa; Facial spa; Health consultant; Laser hair removal service; Skin care clinic","Canvas Skin","477","5.0","0.64","Stages Skin Studio","64","5.0","1.03","Skin Edit 615","58","5.0","1.01","","not_called","0",""
"Schaffer Skin","Brentwood","Tennessee","37027","(615) 828-6674","https://schafferskin.com/","","info@schafferskin.com","contact_page","138","5.0","8115 Isabella Ln STE 10, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Schaffer%20Skin&query_place_id=ChIJ9RA0BWh5ZIgRKKtr6pmFUL8","Medical spa; Laser hair removal service; Skin care clinic; Weight loss service","Franklin Skin and Laser","461","4.9","0.33","REGEN Society Aesthetics + Wellness","126","5.0","0.05","Laserderm MedSpa LLC","62","4.2","0.25","","not_called","0",""
"Stages Skin Studio","Brentwood","Tennessee","37027","","https://stagesskinstudio.com/","","HELLO@STAGESSKINSTUDIO.COM","contact_page","64","5.0","150 Pewitt Dr, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=Stages%20Skin%20Studio&query_place_id=ChIJBXZ6T7F7ZIgR-e4GaTUwTQw","Medical spa; Plastic surgery clinic","R3 Anti Aging & Medspa","223","4.9","0.22","Skin Essentials Aesthetics & Lasers","151","5.0","0.04","Marvel Cosmetic MedSpa","80","5.0","0.16","","not_called","0",""
"Elan Skin & Laser Med Spa of Nashville","Nashville","Tennessee","37215","(615) 814-4999","https://www.elanskinandlaser.com/","","","","206","4.7","3750 Hillsboro Pike, Nashville, TN 37215","https://www.google.com/maps/search/?api=1&query=Elan%20Skin%20%26%20Laser%20Med%20Spa%20of%20Nashville&query_place_id=ChIJq4eWhm1kZIgROJ2wYgCYeVw","Medical spa; Day spa; Facial spa; Laser hair removal service; Skin care clinic","Skin Pharm","509","5.0","1.28","OVME","284","4.8","0.55","Skin MB","231","5.0","0.53","","not_called","0",""
"Total Med Solutions","Plano","Texas","75093","(214) 987-9203","https://totalmedsolutions.com/","","","","910","4.8","6101 Windcom Ct #300, Plano, TX 75093","https://www.google.com/maps/search/?api=1&query=Total%20Med%20Solutions&query_place_id=ChIJwdaTIF8jTIYR4AGCX3n8fno","Medical spa; Health spa; Women's health clinic","Spavia Day Spa - West Plano","934","4.8","1.73","Vitalize Medical Spa","94","4.8","1.2","InjectCo MedSpa Plano","80","4.9","0.78","","not_called","0",""
"GLO30 Brentwood","Brentwood","Tennessee","37027","(615) 454-9451","https://glo30.com/brentwood-tennessee/","","franchise@glo30.com","contact_page","93","5.0","7010 Executive Center Dr suite 102, Brentwood, TN 37027","https://www.google.com/maps/search/?api=1&query=GLO30%20Brentwood&query_place_id=ChIJWaYvLJp7ZIgRMwSehSCoEPo","Medical spa; Facial spa; Skin care clinic","Skin Essentials Aesthetics & Lasers","151","5.0","0.26","SkinSpirit Brentwood","100","5.0","0.26","Marvel Cosmetic MedSpa","80","5.0","0.21","","not_called","0",""
"Skin Pharm","Plano","Texas","75024","(214) 548-3575","https://skinpharm.com/pages/skincare-plano","","hello@skinpharm.com","contact_page","180","5.0","5801 Headquarters Dr suite 920, Plano, TX 75024","https://www.google.com/maps/search/?api=1&query=Skin%20Pharm&query_place_id=ChIJcZWVxaY9TIYRKSMDnriJuiI","Medical spa; Health and beauty shop; Skin care clinic","U Med Spa","1165","4.9","0.45","It's A Secret Med Spa","380","4.8","1.12","OVME","160","4.7","0.39","","not_called","0",""
"VIO Med Spa - Burlington","Burlington","Massachusetts","01803","(781) 532-0999","https://www.viomedspa.com/locations/burlington","","burlington@viomedspa.com","contact_page","429","4.9","102 Burlington Mall Road, Burlington, MA 01803","https://www.google.com/maps/search/?api=1&query=VIO%20Med%20Spa%20-%20Burlington&query_place_id=ChIJ2REhlxOf44kRStgnlWi6VFE","Medical spa; Facial spa; Health and beauty shop; Skin care clinic; Wellness center","Age-less Weigh-less","601","5.0","2.73","Restore Hyper Wellness","417","4.9","9.25","Sono Bello Boston","266","4.0","2.73","","not_called","0",""
"Relive Health Brentwood","Franklin","Tennessee","37069","(615) 560-6648","https://relivehealth.com/brentwood-tn/","","info@relivebrentwood.com","contact_page","205","5.0","1010 Perrone Way Suite 100, Franklin, TN 37069","https://www.google.com/maps/search/?api=1&query=Relive%20Health%20Brentwood&query_place_id=ChIJO15Aha99ZIgRIr19YyICxvQ","Medical spa; Weight loss service; Wellness center","615 Aesthetics","420","5.0","1.05","Grace Aesthetics","383","5.0","1.45","Glow Medical Spa","245","4.9","0.12","","not_called","0",""
"Old City Medspa","Knoxville","Tennessee","37902","(865) 247-5057","https://oldcitymedspa.com/?utm_campaign=gmb","","","","258","4.9","104 W Summit Hill Dr SW, Knoxville, TN 37902","https://www.google.com/maps/search/?api=1&query=Old%20City%20Medspa&query_place_id=ChIJn5R4kGQXXIgRuioiqwxYtVA","Medical spa; Facial spa; Health spa; Skin care clinic; Spa; Weight loss service","Downtown Smooth Spa","633","5.0","0.44","Smiley Aesthetics Medical Spa – Botox & Weight Loss Clinic Knoxville","515","5.0","0.34","Sarah Hitchcox Aesthetics","243","5.0","4.44","","not_called","0",""
"OVME","Plano","Texas","75024","(469) 915-6863","https://ovme.com/pages/legacy-west-plano-tx","","","","160","4.7","7500 Windrose Ave. Suite B192, Plano, TX 75024","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJX0R_nmg9TIYROzWzfs-ym2s","Medical spa; Laser hair removal service","U Med Spa","1165","4.9","0.37","It's A Secret Med Spa","380","4.8","1.46","Skin Pharm","180","5.0","0.39","","not_called","0",""
"Downtown Smooth Spa","Knoxville","Tennessee","37902","(865) 230-7113","https://downtownsmooth.com/","","downtownsmoothspa@gmail.com","contact_page","633","5.0","107 Main St SW Ste 200, Knoxville, TN 37902","https://www.google.com/maps/search/?api=1&query=Downtown%20Smooth%20Spa&query_place_id=ChIJF82sTsEXXIgRnmBqePJl8vc","Day spa; Facial spa; Hair removal service; Skin care clinic; Spa","Smiley Aesthetics Medical Spa – Botox & Weight Loss Clinic Knoxville","515","5.0","0.37","Old City Medspa","258","4.9","0.44","Sarah Hitchcox Aesthetics","243","5.0","4.46","","not_called","0",""
